0,0000
0,0616
0,1232
0,1834
0,2451
0,3053
0,3663
0,4265
0,4867
0,5461
0,6058
0,6654
0,7242
0,7831
0,8427
0,9015
0,9595
1,0178
1,0760
1,1335
1,1909
1,2483
1,3052
1,3626
1,4195
1,4763
1,5324
1,5884
1,6439
1,6999
1,7554
1,8108
1,8663
1,9210
1,9756
2,0297
2,0838
2,1379
2,1919
2,2452
2,2993
2,3525
2,4052
2,4579
2,5106
2,5625
2,6152
2,6665
2,7184
2,7697
2,8210
2,8723
2,9228
2,9735
3,0240
3,0740
3,1239
3,1738
3,2229
3,2728
3,3214
3,3699
3,4185
3,4670
3,5156
3,5633
3,6118
3,6590
3,7062
3,7533
3,8005
3,8468
3,8935
3,9398
3,9856
4,0314
4,0772
4,1221
4,1674
4,2124
4,2568
4,3012
4,3456
4,3900
4,4336
4,4766
4,5197
4,5627
4,6058
4,6488
4,6910
4,7341
4,7757
4,8174
4,8591
4,8999
4,9416
4,9819
5,0227
5,0630
5,1033
5,1437
5,1831
5,2221
5,2624
5,3004
5,3394
5,3783
5,4164
5,4554
5,4930
5,5305
5,5673
5,6049
5,6416
5,6792
5,7159
5,7512
5,7875
5,8237
5,8591
5,8944
5,9293
5,9647
5,9995
6,0335
6,0675
6,1024
6,1351
6,1691
6,2026
6,2353
6,2679
6,3006
6,3332
6,3654
6,3967
6,4289
6,4602
6,4915
6,5228
6,5532
6,5841
6,6141
6,6441
6,6740
6,7031
6,7326
6,7617
6,7903
6,8190
6,8476
6,8753
6,9036
6,9313
6,9586
6,9859
7,0123
7,0396
7,0660
7,0920
7,1180
7,1431
7,1691
7,1942
7,2193
7,2444
7,2691
7,2928
7,3175
7,3413
7,3651
7,3875
7,4113
7,4338
7,4563
7,4787
7,5012
7,5233
7,5449
7,5661
7,5873
7,6084
7,6296
7,6499
7,6698
7,6897
7,7097
7,7296
7,7486
7,7675
7,7865
7,8052
7,8229
7,8416
7,8593
7,8770
7,8945
7,9113
7,9287
7,9452
7,9617
7,9782
7,9935
8,0100
8,0253
8,0406
8,0559
8,0702
8,0845
8,0996
8,1138
8,1269
8,1411
8,1542
8,1674
8,1805
8,1936
8,2056
8,2177
8,2307
8,2417
8,2537
8,2648
8,2768
8,2878
8,2978
8,3088
8,3188
8,3298
8,3389
8,3489
8,3590
8,3681
8,3771
8,3863
8,3955
8,4038
8,4120
8,4203
8,4285
8,4368
8,4444
8,4520
8,4596
8,4672
8,4740
8,4820
8,4887
8,4951
8,5023
8,5087
8,5159
8,5230
8,5287
8,5357
8,5422
8,5486
8,5550
8,5614
8,5681
8,5748
8,5815
8,5882
8,5945
8,6012
8,6076
8,6146
8,6219
8,6290
8,6363
8,6433
8,6513
8,6584
8,6664
8,6744
8,6824
8,6904
8,6994
8,7075
8,7167
8,7258
8,7348
8,7441
8,7533
8,7637
8,7739
8,7844
8,7948
8,8052
8,8160
8,8265
8,8382
8,8499
8,8619
8,8736
8,8857
8,8987
8,9113
8,9243
8,9377
8,9511
8,9645
8,9793
8,9932
9,0079
9,0227
9,0375
9,0527
9,0680
9,0841
9,1008
9,1169
9,1335
9,1502
9,1674
9,1840
9,2020
9,2201
9,2387
9,2567
9,2753
9,2947
9,3133
9,3333
9,3533
9,3733
9,3933
9,4147
9,4353
9,4567
9,4781
9,5002
9,5216
9,5436
9,5670
9,5898
9,6132
9,6367
9,6601
9,6842
9,7083
9,7331
9,7580
9,7828
9,8083
9,8338
9,8607
9,8862
9,9131
9,9400
9,9669
9,9945
10,0228
10,0504
10,0787
10,1077
10,1360
10,1657
10,1947
10,2252
10,2549
10,2860
10,3164
10,3475
10,3779
10,4098
10,4416
10,4741
10,5066
10,5392
10,5717
10,6056
10,6389
10,6728
10,7075
10,7414
10,7761
10,8121
10,8468
10,8829
10,9189
10,9550
10,9918
11,0286
11,0661
11,1036
11,1418
11,1800
11,2182
11,2571
11,2954
11,3350
11,3753
11,4150
11,4553
11,4957
11,5367
11,5778
11,6196
11,6614
11,7032
11,7457
11,7889
11,8314
11,8753
11,9192
11,9632
12,0071
12,0518
12,0964
12,1425
12,1878
12,2339
12,2800
12,3261
12,3722
12,4197
12,4672
12,5155
12,5630
12,6113
12,6602
12,7092
12,7582
12,8078
12,8583
12,9080
12,9591
13,0095
13,0614
13,1125
13,1643
13,2162
13,2688
13,3221
13,3753
13,4286
13,4826
13,5367
13,5907
13,6455
13,7002
13,7556
13,8119
13,8673
13,9235
13,9811
14,0374
14,0950
14,1526
14,2103
14,2687
14,3277
14,3861
14,4459
14,5057
14,5656
14,6254
14,6860
14,7472
14,8084
14,8696
14,9317
14,9937
15,0565
15,1193
15,1827
15,2461
